,Season From 2008 to 2021,Winning Team,Losing Team,Winning Team Score,Losing Team Score,Overs played by winning Team,Overs played by losing Team,Wickets taken by losing Team,Wickets taken by Winning Team,Match Venue
0,6,Mumbai Indians,Chennai Super Kings,148,125,20,20,9,9,"[' Eden Gardens', ' Kolkata ']"
1,6,Mumbai Indians,Rajasthan Royals,169,165,19.5,20,6,6,"[' Eden Gardens', ' Kolkata ']"
2,6,Rajasthan Royals,Sunrisers Hyderabad,135,132,19.2,20,6,7,"[' Arun Jaitley Stadium', ' Delhi ']"
3,6,Chennai Super Kings,Mumbai Indians,192,144,20,18.4,1,2,"[' Arun Jaitley Stadium', ' Delhi ']"
4,6,Sunrisers Hyderabad,Kolkata Knight Riders,132,130,18.5,20,5,7,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
5,6,Pune Warriors India,Delhi Capitals,172,134,20,20,5,9,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
6,6,Royal Challengers Bangalore,Chennai Super Kings,106,82,8/8,8/8,2,6,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
7,6,Punjab Kings,Mumbai Indians,183,133,20,19.1,8,2,"[' HPCA Stadium', ' Dharamsala ']"
8,6,Sunrisers Hyderabad,Rajasthan Royals,136,113,20,20,9,9,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
9,6,Punjab Kings,Delhi Capitals,171,164,20,20,4,7,"[' HPCA Stadium', ' Dharamsala ']"
10,6,Mumbai Indians,Rajasthan Royals,166,152,20,20,8,7,"[' Wankhede Stadium', ' Mumbai ']"
11,6,Pune Warriors India,Kolkata Knight Riders,170,163,20,20,4,7,"[' JSCA International Cricket Stadium', ' Ranchi ']"
12,6,Chennai Super Kings,Delhi Capitals,168,135,20,20,4,9,"[' M. A. Chidambaram Stadium', ' Chennai ']"
13,6,Punjab Kings,Royal Challengers Bangalore,176,174,18.1,20,3,5,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
14,6,Mumbai Indians,Sunrisers Hyderabad,184,178,19.3,20,3,3,"[' Wankhede Stadium', ' Mumbai ']"
15,6,Rajasthan Royals,Chennai Super Kings,144,141,17.1,20,5,4,"[' Sawai Mansingh Stadium', ' Jaipur ']"
16,6,Kolkata Knight Riders,Royal Challengers Bangalore,116,115,19.2,20,5,9,"[' JSCA International Cricket Stadium', ' Ranchi ']"
17,6,Sunrisers Hyderabad,Punjab Kings,150,120,20,20,7,9,"[' IS Bindra Stadium', ' Mohali ']"
18,6,Mumbai Indians,Pune Warriors India,116,112,18.5,20,5,8,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
19,6,Royal Challengers Bangalore,Delhi Capitals,183,179,20,20,4,7,"[' Arun Jaitley Stadium', ' Delhi ']"
20,6,Kolkata Knight Riders,Pune Warriors India,152,106,20,19.3,6,2,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
21,6,Rajasthan Royals,Punjab Kings,147,145,19,20,2,6,"[' IS Bindra Stadium', ' Mohali ']"
22,6,Chennai Super Kings,Sunrisers Hyderabad,223,146,20,20,3,8,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
23,6,Mumbai Indians,Kolkata Knight Riders,170,105,20,18.2,6,2,"[' Wankhede Stadium', ' Mumbai ']"
24,6,Rajasthan Royals,Delhi Capitals,155,154,17.5,20,1,4,"[' Sawai Mansingh Stadium', ' Jaipur ']"
25,6,Punjab Kings,Royal Challengers Bangalore,194,190,18,20,4,3,"[' IS Bindra Stadium', ' Mohali ']"
26,6,Rajasthan Royals,Pune Warriors India,182,178,19.5,20,5,4,"[' Sawai Mansingh Stadium', ' Jaipur ']"
27,6,Mumbai Indians,Chennai Super Kings,139,79,20,15.2,5,2,"[' Wankhede Stadium', ' Mumbai ']"
28,6,Sunrisers Hyderabad,Delhi Capitals,81,80,13.5,19.1,4,2,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
29,6,Kolkata Knight Riders,Rajasthan Royals,133,132,17.2,20,2,6,"[' Eden Gardens', ' Kolkata ']"
30,6,Royal Challengers Bangalore,Pune Warriors India,187,170,20,20,3,9,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
31,6,Chennai Super Kings,Punjab Kings,186,171,20,20,4,6,"[' M. A. Chidambaram Stadium', ' Chennai ']"
32,6,Delhi Capitals,Kolkata Knight Riders,137,136,17.5,20,3,7,"[' Shaheed Veer Narayan Singh International Cricket Stadium', ' Naya Raipur ']"
33,6,Sunrisers Hyderabad,Mumbai Indians,130,129,18,20,3,4,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
34,6,Chennai Super Kings,Pune Warriors India,164,127,20,20,3,9,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
35,6,Mumbai Indians,Punjab Kings,174,170,20,20,3,2,"[' Wankhede Stadium', ' Mumbai ']"
36,6,Rajasthan Royals,Royal Challengers Bangalore,173,171,19.5,20,6,6,"[' Sawai Mansingh Stadium', ' Jaipur ']"
37,6,Delhi Capitals,Pune Warriors India,164,149,20,20,5,4,"[' Shaheed Veer Narayan Singh International Cricket Stadium', ' Naya Raipur ']"
38,6,Chennai Super Kings,Kolkata Knight Riders,200,186,20,20,3,4,"[' M. A. Chidambaram Stadium', ' Chennai ']"
39,6,Mumbai Indians,Royal Challengers Bangalore,194,136,20,20,7,7,"[' Wankhede Stadium', ' Mumbai ']"
40,6,Rajasthan Royals,Sunrisers Hyderabad,146,144,17.5,20,2,9,"[' Sawai Mansingh Stadium', ' Jaipur ']"
41,6,Kolkata Knight Riders,Punjab Kings,150,149,18.2,20,4,6,"[' Eden Gardens', ' Kolkata ']"
42,6,Chennai Super Kings,Sunrisers Hyderabad,160,159,19.4,20,5,6,"[' M. A. Chidambaram Stadium', ' Chennai ']"
43,6,Mumbai Indians,Kolkata Knight Riders,162,159,19.5,20,5,6,"[' Eden Gardens', ' Kolkata ']"
44,6,Punjab Kings,Delhi Capitals,121,120,17,20,5,7,"[' Arun Jaitley Stadium', ' Delhi ']"
45,6,Royal Challengers Bangalore,Pune Warriors India,263,133,20,20,5,9,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
46,6,Chennai Super Kings,Rajasthan Royals,186,185,19.5,20,5,4,"[' M. A. Chidambaram Stadium', ' Chennai ']"
47,6,Punjab Kings,Pune Warriors India,186,185,19.5,20,3,4,"[' IS Bindra Stadium', ' Mohali ']"
48,6,Delhi Capitals,Mumbai Indians,165,161,17,20,1,4,"[' Arun Jaitley Stadium', ' Delhi ']"
49,6,Royal Challengers Bangalore,Rajasthan Royals,123,117,17.5,19.4,3,2,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
50,6,Chennai Super Kings,Kolkata Knight Riders,124,119,19.1,20,6,9,"[' Eden Gardens', ' Kolkata ']"
51,6,Sunrisers Hyderabad,Punjab Kings,127,123,18.5,20,5,9,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
52,6,Chennai Super Kings,Delhi Capitals,169,83,20,17.3,4,2,"[' Arun Jaitley Stadium', ' Delhi ']"
53,6,Rajasthan Royals,Mumbai Indians,179,92,20,18.2,3,2,"[' Sawai Mansingh Stadium', ' Jaipur ']"
54,6,Sunrisers Hyderabad,Pune Warriors India,119,108,20,19,8,2,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
55,6,Royal Challengers Bangalore,Delhi Capitals,152,152,20,20,7,5,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
56,6,Punjab Kings,Kolkata Knight Riders,157,153,20,20,9,9,"[' IS Bindra Stadium', ' Mohali ']"
57,6,Pune Warriors India,Chennai Super Kings,159,135,20,20,5,8,"[' M. A. Chidambaram Stadium', ' Chennai ']"
58,6,Rajasthan Royals,Punjab Kings,126,124,19.2,18.5,4,2,"[' Sawai Mansingh Stadium', ' Jaipur ']"
59,6,Kolkata Knight Riders,Sunrisers Hyderabad,180,132,20,20,4,7,"[' Eden Gardens', ' Kolkata ']"
60,6,Chennai Super Kings,Royal Challengers Bangalore,166,165,19.5,20,6,6,"[' M. A. Chidambaram Stadium', ' Chennai ']"
61,6,Mumbai Indians,Pune Warriors India,183,142,20,20,3,8,"[' Wankhede Stadium', ' Mumbai ']"
62,6,Sunrisers Hyderabad,Delhi Capitals,115,114,19.2,20,7,8,"[' Arun Jaitley Stadium', ' Delhi ']"
63,6,Pune Warriors India,Rajasthan Royals,148,145,18.4,20,3,5,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
64,6,Royal Challengers Bangalore,Kolkata Knight Riders,158,154,17.3,20,2,8,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
65,6,Chennai Super Kings,Punjab Kings,139,138,17.2,19.5,0,2,"[' IS Bindra Stadium', ' Mohali ']"
66,6,Mumbai Indians,Delhi Capitals,209,165,20,20,5,9,"[' Wankhede Stadium', ' Mumbai ']"
67,6,Royal Challengers Bangalore,Sunrisers Hyderabad,162,161,17.4,20,3,6,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
68,6,Rajasthan Royals,Kolkata Knight Riders,144,125,20,19,6,2,"[' Sawai Mansingh Stadium', ' Jaipur ']"
69,6,Sunrisers Hyderabad,Royal Challengers Bangalore,130,130,20,20,7,8,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
70,6,Punjab Kings,Pune Warriors India,100,99,12.2,20,2,9,"["" Maharashtra Cricket Association's International Stadium"", ' Pune ']"
71,6,Mumbai Indians,Chennai Super Kings,148,139,20,20,6,9,"[' M. A. Chidambaram Stadium', ' Chennai ']"
72,6,Rajasthan Royals,Delhi Capitals,165,160,20,20,7,6,"[' Arun Jaitley Stadium', ' Delhi ']"
73,6,Sunrisers Hyderabad,Pune Warriors India,126,104,20,18.5,6,2,"[' Rajiv Gandhi Intl. Cricket Stadium', ' Hyderabad ']"
74,6,Royal Challengers Bangalore,Mumbai Indians,156,154,20,20,5,5,"[' M. Chinnaswamy Stadium', ' Bengaluru ']"
75,6,Kolkata Knight Riders,Delhi Capitals,129,128,18.4,20,4,2,"[' Eden Gardens', ' Kolkata ']"
